"Cylinders","Fuel_Type","City_MPG","Highway_MPG","CO2_Emissions"
"8","Gasoline",21,26.9,261
"4","Diesel",15.1,21.2,320
"4","Diesel",35.8,45.4,265
"4","Gasoline",48.4,57.4,196
"3","Diesel",37.6,46.7,131
"4","Gasoline",18,23.8,543
"4","Hybrid",33.9,37.6,138
"6","Gasoline",46.8,56.8,91
"4","Diesel",15.2,19.2,397
"8","Diesel",20.8,27.4,477
"6","Gasoline",43.5,48.4,214
"6","Hybrid",46.3,52.9,145
"4","Gasoline",39.8,44.9,121
"6","Diesel",49.7,59,184
"6","Gasoline",18.2,28,389
"4","Gasoline",34.1,40,334
"4","Gasoline",39,42.5,256
"8","Gasoline",39.6,47.2,107
"3","Gasoline",42.8,48.4,222
"4","Gasoline",47.1,57,115
"4","Diesel",27.7,31.3,412
"6","Gasoline",16.5,20.3,213
"6","Gasoline",27.7,35.6,184
"4","Diesel",38.5,46.8,190
"4","Gasoline",22.5,28.8,173
"8","Gasoline",43.3,48.2,148
"6","Gasoline",22.7,27.9,320
"6","Gasoline",15.4,20.8,423
"4","Gasoline",32.8,37.4,222
"4","Hybrid",40.4,49.4,255
"4","Gasoline",27.2,30.7,282
"6","Gasoline",41.2,47.1,271
"4","Gasoline",30.3,38.5,147
"4","Gasoline",21,24,276
"3","Gasoline",18.2,27.3,417
"4","Gasoline",39.9,47.8,142
"6","Gasoline",28.5,32,224
"3","Gasoline",46.9,56.2,226
"6","Hybrid",33.9,40.3,228
"8","Gasoline",27.2,34.8,215
"4","Gasoline",27.2,36.4,332
"6","Diesel",19.6,28.8,181
"8","Gasoline",35.8,41.7,224
"8","Diesel",35.4,40.1,122
"4","Diesel",43,47.8,117
"4","Gasoline",22,30.4,164
"4","Gasoline",25.2,34.7,389
"6","Hybrid",18.4,21.9,207
"6","Diesel",25.3,28.4,308
"6","Hybrid",30,38.8,166
"4","Gasoline",48.7,54.4,138
"4","Gasoline",37.9,42.8,200
"4","Hybrid",42.4,46.7,173
"4","Gasoline",26.4,31.8,354
"6","Hybrid",20.1,29.9,469
"4","Gasoline",24,33.8,221
"4","Hybrid",24,29.3,149
"4","Gasoline",35.4,45.1,288
"4","Gasoline",27,32.1,417
"4","Hybrid",45,54,152
"3","Gasoline",49.6,54.1,149
"4","Gasoline",27,35.8,160
"3","Gasoline",39.7,45.2,186
"4","Diesel",38,42.4,159
"6","Hybrid",21.8,31.3,469
"4","Gasoline",47.1,51.6,109
"6","Gasoline",22,31.9,262
"6","Gasoline",40.8,44.6,214
"4","Diesel",27.2,30.3,235
"8","Gasoline",27.8,36.9,244
"3","Gasoline",30.9,38,356
"6","Gasoline",45.3,51.3,170
"8","Gasoline",19.9,23.5,540
"6","Hybrid",16.9,23.9,202
"4","Gasoline",29.1,34.9,150
"4","Gasoline",16.9,23.3,598
"4","Gasoline",39.1,46.5,114
"6","Diesel",41.6,49.1,225
"6","Gasoline",44.9,54.6,154
"4","Gasoline",41,48.6,163
"4","Gasoline",47.1,52.5,191
"6","Diesel",41.2,46.5,231
"4","Gasoline",47.8,54.1,234
"6","Gasoline",21.8,26.6,248
"6","Gasoline",32.5,38.1,279
"3","Gasoline",49.8,58.7,124
"6","Hybrid",38.9,47.9,231
"4","Gasoline",45.8,53.2,101
"4","Hybrid",16.1,23.2,395
"8","Gasoline",45.5,51.5,110
"6","Gasoline",39.4,46.9,155
"4","Gasoline",21,29.6,396
"4","Hybrid",15.9,24.1,290
"4","Gasoline",24.1,27.3,379
"4","Hybrid",47.1,55.2,158
"4","Gasoline",38.4,46.4,107
"4","Gasoline",47.2,50.9,145
"3","Hybrid",30.6,34.7,348
"4","Hybrid",47.8,56.3,238
"4","Gasoline",31.2,38.1,201
"8","Diesel",22.1,30.9,160
"6","Gasoline",20.3,24.6,218
"4","Gasoline",49.8,53,207
"3","Gasoline",26.7,30.8,330
"4","Gasoline",20.6,26.8,263
"4","Gasoline",15.3,22,385
"4","Gasoline",25,34,368
"6","Hybrid",46.1,54.1,147
"6","Diesel",33.7,43.6,268
"6","Gasoline",37.1,40.7,163
"4","Hybrid",47.3,51.2,205
"8","Gasoline",32.9,36.5,226
"8","Gasoline",44.3,51.1,179
"4","Diesel",26.3,31.2,313
"4","Gasoline",49.2,57,145
"4","Diesel",17.8,21.7,396
"4","Gasoline",40.4,44.1,144
"6","Gasoline",38.1,44.3,300
"4","Gasoline",21.7,27.3,477
"4","Hybrid",28.6,37.4,253
"4","Diesel",25.9,34.8,134
"4","Diesel",18.3,22.1,259
"6","Gasoline",35.5,44.2,282
"4","Gasoline",49.8,56.7,223
"6","Diesel",34.6,41.1,136
"4","Gasoline",34.1,37.8,283
"4","Gasoline",16.4,24.6,449
"4","Diesel",19.9,23.3,297
"6","Gasoline",33,37.9,213
"3","Gasoline",49.5,53.2,188
"4","Hybrid",45.7,52.4,95
"4","Diesel",26.9,34.4,176
"4","Diesel",34,43.2,105
"8","Gasoline",34.3,42.4,304
"4","Gasoline",39,48.7,200
"4","Diesel",39.1,47.4,193
"4","Diesel",42.6,47.7,220
"6","Gasoline",15.9,22.7,642
"4","Hybrid",48,54.2,103
"6","Hybrid",17.5,24.5,234
"6","Gasoline",31.7,38.7,180
"4","Hybrid",47.2,55.1,228
"4","Gasoline",32.1,35.7,217
"4","Gasoline",17.2,25.4,502
"6","Gasoline",23,27,221
"3","Gasoline",35.3,38.5,219
"4","Hybrid",18.1,24.7,227
"6","Diesel",29.8,36.9,221
"4","Diesel",26.5,29.7,215
"4","Gasoline",43.5,50.1,183
"4","Gasoline",18.9,25.6,475
"4","Gasoline",38.9,42.3,295
"4","Gasoline",29.2,37.2,188
"4","Gasoline",35.6,40.1,271
"8","Gasoline",22.2,30.8,434
"4","Gasoline",36.3,41.5,124
"6","Gasoline",38.6,44.9,213
"6","Gasoline",17.5,26.7,412
"3","Gasoline",43.9,52.5,127
"6","Hybrid",45.1,53.6,80
"3","Gasoline",17.2,21.3,311
"8","Gasoline",36.1,39.4,235
"6","Hybrid",35.8,43,139
"4","Hybrid",15.4,21.3,341
"4","Diesel",27,36.4,314
"4","Gasoline",48.9,54.3,140
"4","Gasoline",34.4,40.3,116
"4","Hybrid",47.7,54.4,142
"4","Hybrid",38.6,47.2,291
"6","Gasoline",16,20.9,327
"4","Gasoline",17.7,27.3,270
"6","Gasoline",40.3,47.1,120
"6","Gasoline",34.4,43.3,158
"4","Diesel",19.5,26.2,384
"6","Gasoline",36.5,44.9,300
"4","Hybrid",43.4,46.8,201
"3","Gasoline",41.4,50,161
"6","Diesel",23.6,30.3,266
"4","Gasoline",24,30.1,146
"4","Gasoline",48.9,52.7,74
"6","Gasoline",46.1,54.3,214
"8","Diesel",26.1,30,287
"6","Gasoline",43.8,48.1,88
"6","Gasoline",20.7,24.6,276
"3","Hybrid",21.9,24.9,294
"4","Gasoline",21.3,28.9,422
"6","Hybrid",18.1,23,367
"4","Hybrid",44.9,48.9,227
"4","Hybrid",35.3,40.5,245
"4","Gasoline",24.1,30.6,148
"6","Gasoline",44.7,51.2,255
"4","Hybrid",43.1,48.7,116
"6","Gasoline",18.5,25,283
"4","Gasoline",37.5,43.5,267
"3","Diesel",40.3,49.1,121
"4","Gasoline",40.1,43.3,174
"4","Diesel",40.3,49.4,252
"6","Hybrid",20.9,25.6,401
"3","Diesel",26,34.1,213
"4","Gasoline",44.5,50.3,198
"4","Gasoline",46.4,51.5,222
"4","Gasoline",24.8,32.1,256
"3","Gasoline",15.8,24.2,438
"3","Gasoline",45.1,51.2,257
"8","Gasoline",28.2,34.5,389
"6","Gasoline",26.5,29.9,291
"4","Gasoline",27.1,36.6,144
"4","Hybrid",29.5,38.4,291
"4","Gasoline",28.2,34,196
"4","Gasoline",34.8,43.2,246
"6","Diesel",17.8,23,335
"6","Diesel",49,57.1,189
"4","Gasoline",47.8,54.4,136
"6","Diesel",47.7,53.9,236
"4","Gasoline",45.8,49.2,104
"4","Gasoline",38.1,47.9,101
"3","Hybrid",22.7,31.6,390
"4","Hybrid",16.7,25.3,346
"8","Gasoline",18.5,23.6,372
"4","Diesel",26.3,31.3,414
"3","Hybrid",32.6,39.6,247
"8","Hybrid",49.8,58.7,176
"6","Gasoline",30.2,39.7,112
"6","Gasoline",33.4,38.3,268
"8","Gasoline",39.3,46.6,166
"4","Gasoline",21.3,29.4,307
"6","Gasoline",47.6,52.2,217
"6","Diesel",33.5,39.4,229
"6","Hybrid",24.7,29,461
"6","Hybrid",47.7,55.6,208
"4","Gasoline",36.9,45.9,245
"6","Gasoline",31.9,41,244
"4","Gasoline",35.3,43,188
"4","Gasoline",41.2,46.6,96
"4","Hybrid",20.4,28,162
"8","Gasoline",45.3,54.3,84
"4","Diesel",48.6,56,232
"4","Gasoline",34.8,40.7,174
"4","Gasoline",38.9,48.3,227
"8","Diesel",45.1,53.9,181
"4","Gasoline",28.1,37.3,268
"6","Gasoline",49.7,59,162
"6","Gasoline",38.8,44.6,153
"4","Diesel",29.8,38.8,335
"4","Hybrid",38.7,45.7,279
"6","Hybrid",33.3,36.6,269
"8","Hybrid",18.9,26.4,499
"6","Hybrid",42.9,49.2,93
"4","Hybrid",34.8,39.7,124
"6","Gasoline",42.9,52.7,181
"4","Gasoline",20.4,23.8,505
"4","Gasoline",33.8,43.4,169
"6","Hybrid",41.8,45.9,195
"4","Gasoline",49.6,55.2,73
"6","Gasoline",46,51.9,253
"4","Hybrid",45.3,53.4,212
"6","Gasoline",23.7,28.2,266
"4","Hybrid",44.3,54.2,251
"4","Diesel",20.9,29.1,182
"6","Gasoline",21.9,30.4,299
"3","Diesel",18.9,22.6,206
"4","Hybrid",45,51.3,139
"8","Gasoline",18.8,28.4,240
"4","Diesel",19.8,24.7,293
"8","Hybrid",23.6,27.6,470
"4","Gasoline",35,41.4,196
"4","Gasoline",45.8,55.3,130
"6","Gasoline",29.6,36,285
"6","Gasoline",34.1,39.9,263
"4","Gasoline",20.8,28.4,502
"4","Diesel",24.3,33.9,293
"6","Gasoline",19.7,23,484
"4","Hybrid",29.3,33.4,226
"4","Gasoline",35.7,39.6,139
"4","Gasoline",24.9,28.5,281
"4","Diesel",44.6,49.7,157
"4","Hybrid",49.3,53.9,144
"4","Gasoline",19.2,26,435
"4","Gasoline",15.6,20.9,400
"3","Hybrid",42.6,48.4,266
"3","Gasoline",21.7,31.3,466
"6","Gasoline",27.4,31.5,283
"4","Gasoline",28.8,34.5,273
"6","Diesel",47.1,51.9,148
"6","Gasoline",38.1,44.9,165
"3","Gasoline",16.4,24.6,603
"6","Gasoline",15.5,24.2,207
"3","Hybrid",22,28.6,290
"6","Gasoline",26.1,35.1,166
"8","Gasoline",32,40.5,279
"4","Gasoline",44.3,48.4,118
"6","Gasoline",26,30.7,405
"4","Diesel",28.2,35.9,219
"4","Diesel",26.5,36.3,375
"6","Diesel",15.3,20.9,684
"4","Hybrid",48.4,53,207
"4","Hybrid",19.9,29,376
"4","Gasoline",25.1,29.5,185
"6","Hybrid",19.5,27.4,508
"4","Gasoline",32.2,35.4,312
"8","Diesel",47.6,50.7,128
"3","Gasoline",18.5,24.7,363
"4","Hybrid",30.4,38,127
"6","Gasoline",15.8,19.8,535
"4","Diesel",42,50.3,105
"6","Hybrid",37.4,41.3,240
"4","Diesel",39.5,46.2,225
"3","Diesel",31.5,36.7,193
"4","Gasoline",46.8,55.1,237
"8","Gasoline",29.3,37.9,314
"4","Hybrid",33,36.5,233
"6","Diesel",39.3,43.6,284
"4","Gasoline",33.2,42.4,297
"4","Gasoline",21.6,27.5,399
"4","Gasoline",26.1,32.4,174
"8","Gasoline",18.2,22.4,399
"6","Gasoline",30.1,40.1,322
"6","Gasoline",36.3,45.8,221
"3","Gasoline",19.1,22.1,414
"4","Gasoline",37.1,44,299
"4","Gasoline",46.3,55.4,77
"8","Gasoline",26.8,32.8,129
"4","Gasoline",22.8,28.9,447
"4","Hybrid",46.3,52,83
"4","Gasoline",39.2,42.4,163
"4","Hybrid",18.7,27.2,516
"4","Hybrid",29.3,35.5,302
"6","Gasoline",38.6,45.3,225
"4","Gasoline",35.1,39.9,253
"6","Gasoline",36.6,45.1,160
"6","Gasoline",34.8,43.4,215
"4","Gasoline",42.9,49.8,200
"4","Gasoline",26.2,35.5,208
"3","Diesel",39.8,43.6,257
"8","Gasoline",49.7,58.2,122
"4","Hybrid",28.6,35.5,137
"4","Gasoline",42.7,47.3,123
"4","Hybrid",23.6,27.5,287
"4","Gasoline",24.9,30,426
"4","Gasoline",47.7,56.7,142
"4","Gasoline",15.9,24.4,225
"6","Hybrid",22.6,30.1,208
"6","Gasoline",31.9,35.5,253
"4","Diesel",29.1,38.8,156
"4","Hybrid",37,42.1,109
"6","Diesel",21.7,28.9,395
"3","Gasoline",17.5,26.1,487
"6","Hybrid",27.9,31.8,375
"4","Hybrid",33.4,41,299
"6","Gasoline",34.7,37.9,195
"4","Gasoline",36.1,39.8,268
"4","Hybrid",34.2,42.3,232
"6","Hybrid",23.6,27.7,154
"4","Gasoline",41.8,47.9,162
"4","Hybrid",18.1,22.8,206
"4","Gasoline",21.9,27.8,180
"6","Gasoline",40.9,44.4,99
"4","Gasoline",24.8,33.1,420
"6","Gasoline",32.3,35.9,327
"4","Diesel",26.5,35.4,245
"4","Gasoline",32.7,40.3,162
"6","Gasoline",27.1,33,146
"3","Gasoline",49.8,58.9,138
"4","Gasoline",27.5,31.8,304
"3","Hybrid",36.9,41.8,273
"4","Hybrid",46.1,50.1,87
"6","Gasoline",37.3,43,184
"4","Hybrid",34.8,44.7,309
"4","Gasoline",34.9,39,130
"4","Diesel",32.4,41.2,197
"4","Hybrid",43.3,50.9,131
"4","Gasoline",16.8,19.9,268
"8","Diesel",46,55.6,218
"6","Gasoline",35.5,45.3,244
"4","Gasoline",44.7,54.2,149
"3","Gasoline",15.4,21.9,374
"8","Hybrid",45.4,49.9,231
"4","Gasoline",19.2,24.9,206
"4","Hybrid",40.2,47.5,115
"6","Hybrid",29.6,35.3,360
"4","Gasoline",38.8,46.8,255
"4","Gasoline",37,45.6,255
"8","Diesel",20.7,25.2,401
"6","Gasoline",33,38.8,176
"4","Gasoline",24.7,34.4,404
"4","Hybrid",34.6,39.3,218
"4","Diesel",40.8,46.2,143
"6","Gasoline",17.8,21,358
"4","Diesel",33.1,38.4,109
"3","Gasoline",36.6,42.2,152
"8","Gasoline",25.3,29,199
"4","Hybrid",48.4,51.4,99
"3","Hybrid",33.2,40.2,110
"4","Gasoline",21.4,26.5,239
"4","Gasoline",18.8,21.9,229
"4","Diesel",34,43,108
"8","Gasoline",28.1,35.2,156
"6","Gasoline",21.7,25.9,232
"4","Gasoline",16.1,25.2,358
"4","Diesel",34.8,39.6,238
"4","Gasoline",36,40.6,172
"4","Gasoline",20,29.3,202
"3","Gasoline",36.1,40.4,313
"8","Gasoline",48.3,57.5,156
"4","Gasoline",49.2,57.8,191
"4","Gasoline",46.1,51.3,202
"4","Gasoline",43.2,46.4,139
"4","Hybrid",22.3,25.9,359
"3","Gasoline",20.5,24.3,403
"4","Gasoline",30.6,39.8,194
"4","Hybrid",36.7,42.5,243
"6","Diesel",44.8,48,230
"4","Diesel",23.1,30,261
"4","Gasoline",31.8,36.3,114
"4","Gasoline",37.7,42.3,170
"6","Diesel",30.6,34.7,146
"4","Diesel",30.9,39.2,146
"4","Gasoline",22.9,25.9,285
"4","Gasoline",49.5,55.6,106
"6","Hybrid",31.6,35.2,357
"4","Gasoline",33.6,40.5,255
"4","Gasoline",22.6,28,327
"3","Gasoline",33,36.2,111
"3","Hybrid",23.9,30.1,172
"4","Hybrid",22.1,29.1,416
"4","Diesel",24.7,29.4,265
"6","Gasoline",15.1,23.5,215
"6","Gasoline",35,40.6,290
"4","Gasoline",28.6,36.8,196
"4","Diesel",46.5,53.6,142
"4","Diesel",16.4,25.5,586
"3","Hybrid",16.5,23.3,195
"6","Gasoline",46,50.3,209
"8","Diesel",19.4,28.2,506
"4","Gasoline",15.1,23.6,223
"4","Gasoline",21.3,31.1,432
"4","Gasoline",43.8,47.5,162
"6","Gasoline",43.1,50.2,245
"6","Hybrid",26.9,33.3,214
"6","Gasoline",38.4,46.1,292
"6","Hybrid",32.8,42.7,249
"4","Gasoline",46.7,53.4,185
"6","Gasoline",17,24.8,517
"6","Gasoline",43.5,48.9,164
"4","Gasoline",21,26.1,255
"4","Gasoline",28.7,34,193
"6","Gasoline",21.7,25,284
"4","Gasoline",39.6,44.6,217
"6","Hybrid",38.7,42.9,272
"6","Diesel",34.2,40.4,218
"6","Diesel",39.4,45.6,171
"6","Gasoline",37.4,45.8,257
"4","Gasoline",42.2,48.7,138
"6","Gasoline",23.4,29.6,369
"4","Hybrid",30,34.6,145
"4","Gasoline",20.3,29.3,191
"3","Gasoline",30,33.6,295
"4","Gasoline",39.6,49.5,100
"4","Gasoline",39.2,45.5,121
"8","Hybrid",39.8,44.1,220
"4","Gasoline",25.8,31.3,266
"4","Gasoline",38.2,41.3,218
"4","Diesel",27.9,32.1,410
"3","Gasoline",48.1,53.4,183
"6","Gasoline",27,33.9,293
"4","Gasoline",36.1,40,186
"6","Diesel",41.3,49,205
"6","Hybrid",46.7,55.6,76
"4","Diesel",30.3,37.3,255
"6","Hybrid",27.6,32.7,144
"4","Gasoline",30.1,33.9,177
"4","Gasoline",26.3,29.4,312
"6","Gasoline",37.9,46,229
"6","Diesel",47.6,55,139
"4","Gasoline",19.4,25.7,329
"3","Diesel",34.6,38.3,222
"3","Diesel",46.4,50.8,214
"4","Hybrid",18.5,27.2,171
"8","Gasoline",32.3,38.7,216
"4","Gasoline",45.3,55,77
"4","Gasoline",46.5,56.5,127
"6","Gasoline",33,41.6,222
"4","Hybrid",15.9,20.7,243
"4","Gasoline",18.7,23.3,381
"8","Hybrid",35.5,40.3,312
"6","Hybrid",19.3,29.2,402
"6","Gasoline",20.2,25.5,464
"4","Gasoline",42,49.9,192
"6","Gasoline",41.3,51,251
"4","Gasoline",44.5,53.2,103
"4","Gasoline",18.7,25.9,345
"8","Gasoline",21.9,26.1,374
"4","Gasoline",44.2,48.4,246
"6","Diesel",40.2,46.6,149
"4","Gasoline",43.2,52.9,78
"3","Gasoline",49.6,58.9,226
"6","Gasoline",45.3,49.5,84
"4","Hybrid",33.2,38.2,142
"6","Diesel",25.9,33,253
"3","Gasoline",34.9,41.2,213
"8","Diesel",37.4,41.2,281
"4","Diesel",26.7,32.3,260
"4","Hybrid",42,51.7,182
"4","Gasoline",18.2,27.9,239
"8","Hybrid",42.3,49.2,191
"6","Gasoline",16.1,23.5,343
"6","Hybrid",32.4,37,133
"4","Gasoline",45.2,53.4,244
"4","Hybrid",18,21.4,227
"4","Hybrid",33.1,37.6,274
"4","Gasoline",20.6,23.6,529
"4","Hybrid",46.3,52,108
"8","Gasoline",44.1,53.1,120
"6","Gasoline",47.7,57.6,142
"4","Gasoline",45.6,53.3,128
"4","Hybrid",40.8,49,231
"6","Gasoline",21.5,26.3,281
"4","Gasoline",25.6,32.2,428
"4","Diesel",32.4,40.6,309
"4","Hybrid",35.6,42.1,298
"4","Diesel",42.4,46,97
"6","Gasoline",22.9,31.1,196
"4","Gasoline",19.5,24,241
"3","Gasoline",31.9,35.6,285
"4","Diesel",20.5,26.8,163
"6","Gasoline",39.3,42.8,263
"4","Gasoline",35.1,42.5,220
"4","Hybrid",40.9,48.4,195
"8","Gasoline",17.2,22,431
"8","Gasoline",48.8,58.6,157
"8","Gasoline",15,23.8,283
"6","Gasoline",26.4,30.2,220
"4","Gasoline",38.8,47,187
"4","Gasoline",16.6,22.1,500
"4","Hybrid",17.9,26.2,278
"4","Gasoline",17.7,26.3,491
"8","Gasoline",35.4,39.5,290
"6","Diesel",46.4,54,122
"6","Diesel",34.4,43.4,222
"4","Diesel",36.1,41.4,176
"8","Hybrid",27.1,30.7,187
"6","Diesel",15.7,18.9,624
"4","Gasoline",15.8,19.6,702
"6","Hybrid",46.1,49.1,183
"4","Gasoline",18.6,23.9,553
"3","Gasoline",50,55.1,178
"6","Gasoline",20.8,24.6,383
"6","Gasoline",38.6,46.2,188
"3","Gasoline",48.2,58.1,109
"4","Gasoline",27.7,37,139
"8","Gasoline",40.7,45.5,177
"6","Hybrid",27.3,35.7,275
"6","Hybrid",25.7,35.3,269
"4","Gasoline",22.1,31.4,368
"3","Hybrid",43.7,52.9,112
"4","Gasoline",24,32.5,242
"4","Hybrid",24.9,30,269
"4","Gasoline",50,53.6,104
"4","Gasoline",26.5,32.9,393
"4","Gasoline",29.8,33.2,308
"4","Gasoline",49.7,59.7,83
"6","Gasoline",27.9,33.4,326
"4","Gasoline",27.8,37.5,262
"4","Gasoline",44,52.4,173
"3","Gasoline",25.9,31.8,430
"4","Gasoline",23.2,27,365
"3","Hybrid",29.8,34.5,361
"8","Gasoline",39.5,47.2,271
"6","Gasoline",16.5,25.3,222
"4","Diesel",28.1,38,116
"3","Hybrid",27.1,31,260
"4","Gasoline",23.6,27.7,409
"6","Hybrid",37.9,41.2,277
"4","Gasoline",25.1,29.9,387
"4","Gasoline",36.2,44.9,189
"6","Gasoline",32.7,37.1,295
"6","Diesel",22.6,29.4,386
"6","Gasoline",24.3,30.4,238
"6","Diesel",21,26.3,221
"8","Gasoline",17,24.3,445
"4","Diesel",36.7,43.2,242
"4","Gasoline",38.5,43.8,212
"6","Gasoline",20.8,28.6,227
"6","Gasoline",36.5,41.5,158
"8","Diesel",49.4,56.9,187
"3","Gasoline",17.6,27.3,542
"4","Hybrid",32.2,40.3,332
"4","Diesel",40.7,46.6,190
"4","Gasoline",16.6,24.8,556
"4","Hybrid",42.2,50.9,86
"6","Diesel",49.3,54.6,217
"3","Gasoline",18.1,26,359
"6","Gasoline",43.8,49.8,226
"6","Gasoline",28.3,37,116
"4","Gasoline",20,25.1,503
"4","Gasoline",32.3,41.9,241
"6","Gasoline",17.5,24.5,279
"6","Diesel",33.3,38.8,188
"6","Gasoline",15.7,21.6,295
"6","Hybrid",40.5,45.9,173
"8","Gasoline",32.1,36.1,195
"4","Gasoline",31.1,34.6,257
"8","Diesel",21.9,27.2,443
"6","Diesel",27.6,33.8,402
"6","Gasoline",21.4,26.9,246
"3","Gasoline",40.7,43.8,111
"8","Gasoline",22,29.1,282
"4","Gasoline",36.6,40.6,130
"6","Gasoline",24.8,29.3,408
"4","Diesel",38,41.8,204
"4","Gasoline",33.9,40.5,247
"4","Gasoline",29.8,33.5,160
"4","Gasoline",38.6,43.4,251
"4","Gasoline",29.6,35.8,375
"6","Gasoline",43.7,47.9,174
"3","Gasoline",40.5,46.6,279
"4","Gasoline",33.9,39.3,111
"4","Diesel",45.7,54.7,81
"4","Gasoline",44,52.6,252
"4","Hybrid",33.6,43.5,256
"4","Gasoline",17.4,24.1,260
"4","Gasoline",34.8,41.8,181
"6","Diesel",27.4,37,254
"4","Hybrid",33.9,39.7,269
"4","Gasoline",37.6,44.5,271
"4","Diesel",37.6,43.3,111
"8","Hybrid",38.6,45.4,226
"4","Diesel",38.8,42.4,195
"4","Gasoline",18.8,27.3,390
"4","Hybrid",21.7,31.6,308
"4","Diesel",37.1,40.6,198
"3","Diesel",29.3,37.9,165
"3","Diesel",41.7,46.4,179
"4","Hybrid",19.4,23.8,250
"4","Gasoline",21.7,29.6,161
"4","Gasoline",34.5,37.8,194
"6","Gasoline",32.5,38.7,111
"8","Gasoline",24.3,27.3,336
"4","Gasoline",29.3,36.2,134
"6","Gasoline",16.2,22.4,393
"8","Gasoline",16.3,25.7,587
"6","Diesel",18.3,26.3,172
"4","Hybrid",35.2,39.1,187
"6","Gasoline",45.2,50.7,201
"4","Hybrid",24.1,33.6,178
"4","Gasoline",16.2,24.3,427
"4","Hybrid",39.8,47,138
"4","Hybrid",44.9,51.8,118
"4","Gasoline",19.8,25.6,510
"4","Gasoline",28.5,35.6,173
"6","Gasoline",20.6,29,284
"4","Hybrid",18.7,22.6,253
"4","Hybrid",37.7,47.5,146
"4","Gasoline",48.9,53.6,123
"4","Gasoline",38.7,44.8,158
"4","Gasoline",49.5,52.7,183
"8","Gasoline",30.2,37.1,305
"3","Hybrid",46.4,52.1,167
"4","Gasoline",22.2,26.9,370
"6","Hybrid",19.1,29,452
"3","Hybrid",39.6,45.6,293
"6","Hybrid",28,33.9,250
"4","Gasoline",26.1,32.3,409
"4","Gasoline",38.5,42.3,199
"4","Gasoline",26.7,32.5,358
"4","Diesel",35,40.4,233
"4","Diesel",25.5,31.8,401
"6","Gasoline",42.4,51.4,164
"6","Diesel",25.9,30.2,351
"6","Gasoline",33.7,41,210
"6","Gasoline",15.8,19.1,645
"4","Gasoline",42.7,47.9,275
"6","Gasoline",36.7,43,148
"4","Gasoline",21.7,25.2,337
"6","Gasoline",22.5,29.3,172
"4","Hybrid",24.2,29.4,186
"6","Diesel",35.2,45.1,296
"6","Gasoline",34.2,41.6,224
"4","Diesel",24.6,29.3,267
"3","Gasoline",39.3,43,234
"4","Gasoline",46.1,49.4,181
"4","Diesel",16.5,20.1,343
"6","Diesel",29.6,37.4,171
"8","Diesel",35.8,44.8,221
"4","Diesel",35.5,39.6,144
"4","Diesel",15.7,21.5,267
"6","Gasoline",22.4,27.9,260
"4","Hybrid",17.2,24.7,539
"4","Gasoline",34.9,39.2,110
"8","Hybrid",37.6,47.3,260
"6","Gasoline",20.6,28.7,373
"3","Gasoline",26.7,36.4,130
"4","Diesel",26.5,31.4,311
"6","Gasoline",43.7,50.8,158
"6","Hybrid",21.8,29.9,430
"6","Gasoline",34.2,42.2,306
"4","Diesel",42.4,45.5,142
"8","Gasoline",44,54,217
"4","Gasoline",38.3,47.8,150
"6","Gasoline",25.5,29.3,231
"4","Diesel",43.8,50.6,115
"4","Diesel",41,46.2,222
"8","Gasoline",39.7,48.9,136
"4","Hybrid",17.4,25.3,366
"4","Diesel",16.5,21.1,577
"6","Hybrid",39.3,42.5,261
"6","Gasoline",48.1,53.1,222
"6","Gasoline",42.1,45.4,118
"4","Gasoline",44.1,48.1,193
"4","Gasoline",34.1,41.6,311
"8","Gasoline",25.7,33.9,138
"3","Gasoline",38.7,45,256
"6","Gasoline",39.9,47.1,136
"4","Diesel",38.6,42.7,236
"6","Hybrid",48.1,53.3,198
"4","Hybrid",27.9,35.9,371
"4","Gasoline",16.4,22,427
"6","Gasoline",46.8,52.2,226
"4","Gasoline",20.6,25,182
"6","Gasoline",39.4,46.6,173
"6","Gasoline",45.6,54.3,152
"6","Gasoline",25.9,32.2,291
"8","Gasoline",44.1,47.9,173
"4","Diesel",26.6,35.5,394
"4","Diesel",42.8,46.3,100
"3","Gasoline",17.4,23.7,295
"4","Gasoline",37.9,42.7,303
"4","Hybrid",38.7,48.3,176
"4","Gasoline",32.2,40.4,241
"4","Gasoline",39,46,105
"3","Gasoline",47.3,55,122
"3","Gasoline",40.7,47.4,93
"6","Gasoline",48.6,52.6,98
"4","Hybrid",30.7,38.7,268
"4","Gasoline",33.5,39.9,284
"6","Gasoline",24.2,31.6,407
"3","Gasoline",49.5,52.8,116
"8","Diesel",16.9,20.9,353
"6","Gasoline",27.6,34.7,280
"4","Gasoline",25.4,31.6,157
"6","Gasoline",28.5,33.1,351
"6","Gasoline",47.1,51.8,161
"4","Gasoline",27.9,35.3,386
"6","Gasoline",47.1,50.5,98
"4","Diesel",29.8,35.8,150
"4","Hybrid",44.9,51.6,141
"3","Gasoline",33.3,38.5,155
"4","Gasoline",25.9,34.6,325
"4","Gasoline",30.7,34.1,371
"8","Diesel",29.9,39,132
"3","Gasoline",24.1,32.2,209
"4","Diesel",25.1,31.2,207
"4","Diesel",21.5,31,313
"6","Hybrid",26.8,34.7,251
"8","Hybrid",36.9,46.4,243
"6","Diesel",28.5,34.8,321
"8","Gasoline",39.9,46.1,204
"6","Gasoline",49.5,56.2,169
